"dataset","p_interaction","ladder_step","still_failed"
50,0.421413580909714,"glmer, task and run intercepts",FALSE
51,0.474517940135107,"glmer, task and run intercepts",FALSE
52,0.734108487513411,"glmer, task and run intercepts",FALSE
53,0.895462120921357,"glmer, task and run intercepts",FALSE
54,0.570242748966893,"glmer, task and run intercepts",FALSE
55,0.246137131139717,"glmer, task and run intercepts",FALSE
56,0.667285952165102,"glmer, task and run intercepts",FALSE
57,0.643477331735076,"glmer, task and run intercepts",FALSE
58,0.517069663034059,"glmer, task and run intercepts",FALSE
59,0.506485683285769,"glmer, task and run intercepts",FALSE
60,0.0391951471675554,"glmer, task and run intercepts",FALSE
61,0.17488509323729,"glmer, task and run intercepts",FALSE
62,0.732126060884709,"glmer, task and run intercepts",FALSE
63,0.402787872022351,"glmer, task and run intercepts",FALSE
64,0.796826853594014,"glmer, task and run intercepts",FALSE
65,0.92105064161151,"glmer, task and run intercepts",FALSE
66,0.125373261035158,"glmer, task and run intercepts",FALSE
67,0.935901996539317,"glmer, task and run intercepts",FALSE
68,0.83477338822518,"glmer, task and run intercepts",FALSE
69,0.463708744536686,"glmer, task and run intercepts",FALSE
70,0.0627075202427958,"glmer, task and run intercepts",FALSE
71,0.59370479740436,"glmer, task and run intercepts",FALSE
72,0.730124677049823,"glmer, task and run intercepts",FALSE
73,0.67118398110528,"glmer, task and run intercepts",FALSE
74,0.411694503126327,"glmer, task and run intercepts",FALSE
75,0.322914799794414,"glmer, task and run intercepts",FALSE
76,0.16627135114627,"glmer, task and run intercepts",FALSE
77,0.4780234164065,"glmer, task and run intercepts",FALSE
78,0.40341319306904,"glmer, task and run intercepts",FALSE
79,0.356397084936673,"glmer, task and run intercepts",FALSE
80,0.14458863817949,"glmer, task and run intercepts",FALSE
81,0.3998501850383,"glmer, task and run intercepts",FALSE
82,0.840208774601705,"glmer, task and run intercepts",FALSE
83,0.707017607146239,"glmer, task and run intercepts",FALSE
84,0.411044257684802,"glmer, task and run intercepts",FALSE
85,0.853343334453681,"glmer, task and run intercepts",FALSE
86,0.980488301868797,"glmer, task and run intercepts",FALSE
87,0.884813300564976,"glmer, task and run intercepts",FALSE
88,0.703602623377671,"glmer, task and run intercepts",FALSE
89,0.0987447696678198,"glmer, task and run intercepts",FALSE
90,0.752602005971465,"glmer, task and run intercepts",FALSE
91,0.548697254162139,"glmer, task and run intercepts",FALSE
92,0.8946887022056,"glmer, task and run intercepts",FALSE
93,0.195506631315959,"glmer, task and run intercepts",FALSE
94,0.623760619523592,"glmer, task and run intercepts",FALSE
95,0.437760992648059,"glmer, task and run intercepts",FALSE
96,0.85208747620309,"glmer, task and run intercepts",FALSE
97,0.812801153335363,"glmer, task and run intercepts",FALSE
98,0.0227987971480907,"glmer, task and run intercepts",FALSE
99,0.336582198634427,"glmer, task and run intercepts",FALSE
100,0.289879091669465,"glmer, task and run intercepts",FALSE
101,0.737960052137959,"glmer, task and run intercepts",FALSE
102,0.367083954941204,"glmer, task and run intercepts",FALSE
103,0.582952859872405,"glmer, task and run intercepts",FALSE
104,0.0696658634307476,"glmer, task and run intercepts",FALSE
105,0.269508529883401,"glmer, task and run intercepts",FALSE
106,0.24029560470031,"glmer, task and run intercepts",FALSE
107,0.62431178223424,"glmer, task and run intercepts",FALSE
108,0.307625209870611,"glmer, task and run intercepts",FALSE
109,0.756215528312656,"glmer, task and run intercepts",FALSE
110,0.647713460853588,"glmer, task and run intercepts",FALSE
111,0.477348396167884,"glmer, task and run intercepts",FALSE
112,0.423874392603318,"glmer, task and run intercepts",FALSE
113,0.456242943208201,"glmer, task and run intercepts",FALSE
114,0.932626282863911,"glmer, task and run intercepts",FALSE
115,0.773189179937827,"glmer, task and run intercepts",FALSE
116,0.585114844089929,"glmer, task and run intercepts",FALSE
117,0.843179143212897,"glmer, task and run intercepts",FALSE
118,0.732478873502147,"glmer, task and run intercepts",FALSE
119,0.437357711261929,"glmer, task and run intercepts",FALSE
120,0.709962099801104,"glmer, task and run intercepts",FALSE
121,0.785325219647754,"glmer, task and run intercepts",FALSE
122,0.350892713592697,"glmer, task and run intercepts",FALSE
123,0.639765807801335,"glmer, task and run intercepts",FALSE
124,0.62938176043942,"glmer, task and run intercepts",FALSE
125,0.493380017463432,"glmer, task and run intercepts",FALSE
126,0.527935691276661,"glmer, task and run intercepts",FALSE
127,0.434786406796045,"glmer, task and run intercepts",FALSE
128,0.396970997259162,"glmer, task and run intercepts",FALSE
129,0.82224245249717,"glmer, task and run intercepts",FALSE
130,0.556329930716745,"glmer, task and run intercepts",FALSE
131,0.0892286516686548,"glmer, task and run intercepts",FALSE
132,0.548243248222028,"glmer, task and run intercepts",FALSE
133,0.158984940961767,"glmer, task and run intercepts",FALSE
134,0.345280737086154,"glmer, task and run intercepts",FALSE
135,0.521709709864104,"glmer, task and run intercepts",FALSE
136,0.0287074427958148,"glmer, task and run intercepts",FALSE
137,0.305308632577164,"glmer, task and run intercepts",FALSE
138,0.384267352249224,"glmer, task and run intercepts",FALSE
139,0.0451345053405882,"glmer, task and run intercepts",FALSE
140,0.51587741322406,"glmer, task and run intercepts",FALSE
141,0.797842886494544,"glmer, task and run intercepts",FALSE
142,0.397419691854057,"glmer, task and run intercepts",FALSE
143,0.368518797446314,"glmer, task and run intercepts",FALSE
144,0.325693303628266,"glmer, task and run intercepts",FALSE
145,0.720187355261416,"glmer, task and run intercepts",FALSE
146,0.599604326863898,"glmer, task and run intercepts",FALSE
147,0.0568998284852523,"glmer, task and run intercepts",FALSE
148,0.0976366950915685,"glmer, task and run intercepts",FALSE
149,0.626108938528915,"glmer, task and run intercepts",FALSE
150,0.866216245384374,"glmer, task and run intercepts",FALSE
151,0.702412300473231,"glmer, task and run intercepts",FALSE
152,0.511543154135756,"glmer, task and run intercepts",FALSE
153,0.797286369557737,"glmer, task and run intercepts",FALSE
154,0.670555353279688,"glmer, task and run intercepts",FALSE
155,0.517209511863663,"glmer, task and run intercepts",FALSE
156,0.583744323969426,"glmer, task and run intercepts",FALSE
157,0.713546872764134,"glmer, task and run intercepts",FALSE
158,0.249527095994483,"glmer, task and run intercepts",FALSE
159,0.09883946022134,"glmer, task and run intercepts",FALSE
160,0.570453070232632,"glmer, task and run intercepts",FALSE
161,0.675169779629198,"glmer, task and run intercepts",FALSE
162,0.206159674511696,"glmer, task and run intercepts",FALSE
163,0.0229708413781738,"glmer, task and run intercepts",FALSE
164,0.040892059090158,"glmer, task and run intercepts",FALSE
165,0.766516238451098,"glmer, task and run intercepts",FALSE
166,0.446733843316608,"glmer, task and run intercepts",FALSE
167,0.747403162586256,"glmer, task and run intercepts",FALSE
168,0.49939011346243,"glmer, task and run intercepts",FALSE
169,0.160956977751939,"glmer, task and run intercepts",FALSE
170,0.128780690177662,"glmer, task and run intercepts",FALSE
171,0.437312275617003,"glmer, task and run intercepts",FALSE
172,0.709855595217422,"glmer, task and run intercepts",FALSE
173,0.997808980601643,"glmer, task and run intercepts",FALSE
174,0.935541767667123,"glmer, task and run intercepts",FALSE
175,0.171480412831873,"glmer, task and run intercepts",FALSE
176,0.517883582040316,"glmer, task and run intercepts",FALSE
177,0.361108236780191,"glmer, task and run intercepts",FALSE
178,0.464794734802167,"glmer, task and run intercepts",FALSE
179,0.568543912760089,"glmer, task and run intercepts",FALSE
180,0.603044062053414,"glmer, task and run intercepts",FALSE
181,0.495044453798357,"glmer, task and run intercepts",FALSE
182,0.64369922029032,"glmer, task and run intercepts",FALSE
183,0.494618424013387,"glmer, task and run intercepts",FALSE
184,0.220979186986473,"glmer, task and run intercepts",FALSE
185,0.281691305350211,"glmer, task and run intercepts",FALSE
186,0.531198922668339,"glmer, task and run intercepts",FALSE
187,0.700015260647285,"glmer, task and run intercepts",FALSE
188,0.658014874103322,"glmer, task and run intercepts",FALSE
189,0.30338736083985,"glmer, task and run intercepts",FALSE
190,0.916655895883729,"glmer, task and run intercepts",FALSE
191,0.844091576442711,"glmer, task and run intercepts",FALSE
192,0.0347020505711716,"glmer, task and run intercepts",FALSE
193,0.511095406211847,"glmer, task and run intercepts",FALSE
194,0.534039863107502,"glmer, task and run intercepts",FALSE
195,0.70435779953487,"glmer, task and run intercepts",FALSE
196,0.251186482434907,"glmer, task and run intercepts",FALSE
197,0.972603028354125,"glmer, task and run intercepts",FALSE
198,0.743475652234385,"glmer, task and run intercepts",FALSE
199,0.772174441197153,"glmer, task and run intercepts",FALSE
