task_id,run_id,fault_type,fault_class,format,exact,dataset
t2,t2|corrupted_output,corrupted_output,tool,log,1,0
t2,t2|corrupted_output,corrupted_output,tool,diff,1,0
t2,t2|corrupted_output,corrupted_output,tool,prov,0,0
t2,t2|dropped_note,dropped_note,state,log,1,0
t2,t2|dropped_note,dropped_note,state,diff,1,0
t2,t2|dropped_note,dropped_note,state,prov,1,0
t2,t2|overwritten_note,overwritten_note,state,log,0,0
t2,t2|overwritten_note,overwritten_note,state,diff,1,0
t2,t2|overwritten_note,overwritten_note,state,prov,1,0
t2,t2|wrong_source,wrong_source,evidence,log,0,0
t2,t2|wrong_source,wrong_source,evidence,diff,1,0
t2,t2|wrong_source,wrong_source,evidence,prov,1,0
t2,t2|no_source,no_source,evidence,log,1,0
t2,t2|no_source,no_source,evidence,diff,1,0
t2,t2|no_source,no_source,evidence,prov,1,0
t3,t3|wrong_argument,wrong_argument,tool,log,1,0
t3,t3|wrong_argument,wrong_argument,tool,diff,0,0
t3,t3|wrong_argument,wrong_argument,tool,prov,0,0
t3,t3|corrupted_output,corrupted_output,tool,log,0,0
t3,t3|corrupted_output,corrupted_output,tool,diff,0,0
t3,t3|corrupted_output,corrupted_output,tool,prov,0,0
t3,t3|dropped_note,dropped_note,state,log,0,0
t3,t3|dropped_note,dropped_note,state,diff,0,0
t3,t3|dropped_note,dropped_note,state,prov,1,0
t3,t3|overwritten_note,overwritten_note,state,log,1,0
t3,t3|overwritten_note,overwritten_note,state,diff,0,0
t3,t3|overwritten_note,overwritten_note,state,prov,0,0
t3,t3|wrong_source,wrong_source,evidence,log,1,0
t3,t3|wrong_source,wrong_source,evidence,diff,1,0
t3,t3|wrong_source,wrong_source,evidence,prov,0,0
t3,t3|no_source,no_source,evidence,log,1,0
t3,t3|no_source,no_source,evidence,diff,1,0
t3,t3|no_source,no_source,evidence,prov,1,0
t4,t4|wrong_argument,wrong_argument,tool,log,1,0
t4,t4|wrong_argument,wrong_argument,tool,diff,0,0
t4,t4|wrong_argument,wrong_argument,tool,prov,1,0
t4,t4|corrupted_output,corrupted_output,tool,log,1,0
t4,t4|corrupted_output,corrupted_output,tool,diff,0,0
t4,t4|corrupted_output,corrupted_output,tool,prov,1,0
t4,t4|dropped_note,dropped_note,state,log,1,0
t4,t4|dropped_note,dropped_note,state,diff,0,0
t4,t4|dropped_note,dropped_note,state,prov,1,0
t4,t4|overwritten_note,overwritten_note,state,log,0,0
t4,t4|overwritten_note,overwritten_note,state,diff,0,0
t4,t4|overwritten_note,overwritten_note,state,prov,0,0
t4,t4|wrong_source,wrong_source,evidence,log,1,0
t4,t4|wrong_source,wrong_source,evidence,diff,1,0
t4,t4|wrong_source,wrong_source,evidence,prov,1,0
t4,t4|no_source,no_source,evidence,log,0,0
t4,t4|no_source,no_source,evidence,diff,1,0
t4,t4|no_source,no_source,evidence,prov,1,0
t5,t5|wrong_argument,wrong_argument,tool,log,1,0
t5,t5|wrong_argument,wrong_argument,tool,diff,0,0
t5,t5|wrong_argument,wrong_argument,tool,prov,1,0
t5,t5|corrupted_output,corrupted_output,tool,log,1,0
t5,t5|corrupted_output,corrupted_output,tool,diff,0,0
t5,t5|corrupted_output,corrupted_output,tool,prov,1,0
t5,t5|dropped_note,dropped_note,state,log,1,0
t5,t5|dropped_note,dropped_note,state,diff,0,0
t5,t5|dropped_note,dropped_note,state,prov,0,0
t5,t5|overwritten_note,overwritten_note,state,log,0,0
t5,t5|overwritten_note,overwritten_note,state,diff,1,0
t5,t5|overwritten_note,overwritten_note,state,prov,1,0
t5,t5|wrong_source,wrong_source,evidence,log,1,0
t5,t5|wrong_source,wrong_source,evidence,diff,0,0
t5,t5|wrong_source,wrong_source,evidence,prov,0,0
t5,t5|no_source,no_source,evidence,log,1,0
t5,t5|no_source,no_source,evidence,diff,0,0
t5,t5|no_source,no_source,evidence,prov,0,0
t6,t6|wrong_argument,wrong_argument,tool,log,0,0
t6,t6|wrong_argument,wrong_argument,tool,diff,1,0
t6,t6|wrong_argument,wrong_argument,tool,prov,1,0
t6,t6|corrupted_output,corrupted_output,tool,log,0,0
t6,t6|corrupted_output,corrupted_output,tool,diff,1,0
t6,t6|corrupted_output,corrupted_output,tool,prov,0,0
t6,t6|dropped_note,dropped_note,state,log,1,0
t6,t6|dropped_note,dropped_note,state,diff,0,0
t6,t6|dropped_note,dropped_note,state,prov,0,0
t6,t6|overwritten_note,overwritten_note,state,log,1,0
t6,t6|overwritten_note,overwritten_note,state,diff,1,0
t6,t6|overwritten_note,overwritten_note,state,prov,1,0
t6,t6|wrong_source,wrong_source,evidence,log,1,0
t6,t6|wrong_source,wrong_source,evidence,diff,1,0
t6,t6|wrong_source,wrong_source,evidence,prov,1,0
t6,t6|no_source,no_source,evidence,log,0,0
t6,t6|no_source,no_source,evidence,diff,1,0
t6,t6|no_source,no_source,evidence,prov,1,0
t7,t7|wrong_argument,wrong_argument,tool,log,0,0
t7,t7|wrong_argument,wrong_argument,tool,diff,1,0
t7,t7|wrong_argument,wrong_argument,tool,prov,0,0
t7,t7|corrupted_output,corrupted_output,tool,log,0,0
t7,t7|corrupted_output,corrupted_output,tool,diff,1,0
t7,t7|corrupted_output,corrupted_output,tool,prov,0,0
t7,t7|dropped_note,dropped_note,state,log,1,0
t7,t7|dropped_note,dropped_note,state,diff,1,0
t7,t7|dropped_note,dropped_note,state,prov,1,0
t7,t7|overwritten_note,overwritten_note,state,log,1,0
t7,t7|overwritten_note,overwritten_note,state,diff,1,0
t7,t7|overwritten_note,overwritten_note,state,prov,0,0
t7,t7|wrong_source,wrong_source,evidence,log,0,0
t7,t7|wrong_source,wrong_source,evidence,diff,1,0
t7,t7|wrong_source,wrong_source,evidence,prov,0,0
t7,t7|no_source,no_source,evidence,log,1,0
t7,t7|no_source,no_source,evidence,diff,1,0
t7,t7|no_source,no_source,evidence,prov,1,0
t8,t8|wrong_argument,wrong_argument,tool,log,0,0
t8,t8|wrong_argument,wrong_argument,tool,diff,1,0
t8,t8|wrong_argument,wrong_argument,tool,prov,1,0
t8,t8|corrupted_output,corrupted_output,tool,log,1,0
t8,t8|corrupted_output,corrupted_output,tool,diff,1,0
t8,t8|corrupted_output,corrupted_output,tool,prov,1,0
t8,t8|dropped_note,dropped_note,state,log,1,0
t8,t8|dropped_note,dropped_note,state,diff,0,0
t8,t8|dropped_note,dropped_note,state,prov,1,0
t8,t8|overwritten_note,overwritten_note,state,log,0,0
t8,t8|overwritten_note,overwritten_note,state,diff,1,0
t8,t8|overwritten_note,overwritten_note,state,prov,0,0
t8,t8|wrong_source,wrong_source,evidence,log,1,0
t8,t8|wrong_source,wrong_source,evidence,diff,1,0
t8,t8|wrong_source,wrong_source,evidence,prov,1,0
t8,t8|no_source,no_source,evidence,log,1,0
t8,t8|no_source,no_source,evidence,diff,1,0
t8,t8|no_source,no_source,evidence,prov,0,0
t9,t9|wrong_argument,wrong_argument,tool,log,1,0
t9,t9|wrong_argument,wrong_argument,tool,diff,1,0
t9,t9|wrong_argument,wrong_argument,tool,prov,1,0
t9,t9|corrupted_output,corrupted_output,tool,log,0,0
t9,t9|corrupted_output,corrupted_output,tool,diff,1,0
t9,t9|corrupted_output,corrupted_output,tool,prov,1,0
t9,t9|dropped_note,dropped_note,state,log,1,0
t9,t9|dropped_note,dropped_note,state,diff,1,0
t9,t9|dropped_note,dropped_note,state,prov,1,0
t9,t9|overwritten_note,overwritten_note,state,log,1,0
t9,t9|overwritten_note,overwritten_note,state,diff,0,0
t9,t9|overwritten_note,overwritten_note,state,prov,1,0
t9,t9|wrong_source,wrong_source,evidence,log,0,0
t9,t9|wrong_source,wrong_source,evidence,diff,0,0
t9,t9|wrong_source,wrong_source,evidence,prov,0,0
t9,t9|no_source,no_source,evidence,log,0,0
t9,t9|no_source,no_source,evidence,diff,0,0
t9,t9|no_source,no_source,evidence,prov,1,0
t10,t10|wrong_argument,wrong_argument,tool,log,1,0
t10,t10|wrong_argument,wrong_argument,tool,diff,1,0
t10,t10|wrong_argument,wrong_argument,tool,prov,1,0
t10,t10|corrupted_output,corrupted_output,tool,log,0,0
t10,t10|corrupted_output,corrupted_output,tool,diff,1,0
t10,t10|corrupted_output,corrupted_output,tool,prov,0,0
t10,t10|dropped_note,dropped_note,state,log,1,0
t10,t10|dropped_note,dropped_note,state,diff,1,0
t10,t10|dropped_note,dropped_note,state,prov,1,0
t10,t10|overwritten_note,overwritten_note,state,log,1,0
t10,t10|overwritten_note,overwritten_note,state,diff,1,0
t10,t10|overwritten_note,overwritten_note,state,prov,1,0
t10,t10|wrong_source,wrong_source,evidence,log,1,0
t10,t10|wrong_source,wrong_source,evidence,diff,1,0
t10,t10|wrong_source,wrong_source,evidence,prov,1,0
t10,t10|no_source,no_source,evidence,log,1,0
t10,t10|no_source,no_source,evidence,diff,1,0
t10,t10|no_source,no_source,evidence,prov,0,0
t11,t11|wrong_argument,wrong_argument,tool,log,0,0
t11,t11|wrong_argument,wrong_argument,tool,diff,1,0
t11,t11|wrong_argument,wrong_argument,tool,prov,0,0
t11,t11|corrupted_output,corrupted_output,tool,log,1,0
t11,t11|corrupted_output,corrupted_output,tool,diff,0,0
t11,t11|corrupted_output,corrupted_output,tool,prov,0,0
t11,t11|dropped_note,dropped_note,state,log,0,0
t11,t11|dropped_note,dropped_note,state,diff,1,0
t11,t11|dropped_note,dropped_note,state,prov,1,0
t11,t11|overwritten_note,overwritten_note,state,log,1,0
t11,t11|overwritten_note,overwritten_note,state,diff,0,0
t11,t11|overwritten_note,overwritten_note,state,prov,1,0
t11,t11|wrong_source,wrong_source,evidence,log,0,0
t11,t11|wrong_source,wrong_source,evidence,diff,1,0
t11,t11|wrong_source,wrong_source,evidence,prov,1,0
t11,t11|no_source,no_source,evidence,log,1,0
t11,t11|no_source,no_source,evidence,diff,1,0
t11,t11|no_source,no_source,evidence,prov,1,0
t12,t12|wrong_argument,wrong_argument,tool,log,1,0
t12,t12|wrong_argument,wrong_argument,tool,diff,1,0
t12,t12|wrong_argument,wrong_argument,tool,prov,1,0
t12,t12|corrupted_output,corrupted_output,tool,log,1,0
t12,t12|corrupted_output,corrupted_output,tool,diff,1,0
t12,t12|corrupted_output,corrupted_output,tool,prov,1,0
t12,t12|dropped_note,dropped_note,state,log,1,0
t12,t12|dropped_note,dropped_note,state,diff,1,0
t12,t12|dropped_note,dropped_note,state,prov,1,0
t12,t12|overwritten_note,overwritten_note,state,log,1,0
t12,t12|overwritten_note,overwritten_note,state,diff,1,0
t12,t12|overwritten_note,overwritten_note,state,prov,1,0
t12,t12|wrong_source,wrong_source,evidence,log,1,0
t12,t12|wrong_source,wrong_source,evidence,diff,1,0
t12,t12|wrong_source,wrong_source,evidence,prov,1,0
t12,t12|no_source,no_source,evidence,log,1,0
t12,t12|no_source,no_source,evidence,diff,1,0
t12,t12|no_source,no_source,evidence,prov,1,0
t13,t13|wrong_argument,wrong_argument,tool,log,1,0
t13,t13|wrong_argument,wrong_argument,tool,diff,1,0
t13,t13|wrong_argument,wrong_argument,tool,prov,1,0
t13,t13|corrupted_output,corrupted_output,tool,log,0,0
t13,t13|corrupted_output,corrupted_output,tool,diff,0,0
t13,t13|corrupted_output,corrupted_output,tool,prov,1,0
t13,t13|dropped_note,dropped_note,state,log,1,0
t13,t13|dropped_note,dropped_note,state,diff,1,0
t13,t13|dropped_note,dropped_note,state,prov,1,0
t13,t13|overwritten_note,overwritten_note,state,log,1,0
t13,t13|overwritten_note,overwritten_note,state,diff,1,0
t13,t13|overwritten_note,overwritten_note,state,prov,1,0
t13,t13|wrong_source,wrong_source,evidence,log,1,0
t13,t13|wrong_source,wrong_source,evidence,diff,1,0
t13,t13|wrong_source,wrong_source,evidence,prov,1,0
t13,t13|no_source,no_source,evidence,log,0,0
t13,t13|no_source,no_source,evidence,diff,1,0
t13,t13|no_source,no_source,evidence,prov,1,0
t14,t14|wrong_argument,wrong_argument,tool,log,1,0
t14,t14|wrong_argument,wrong_argument,tool,diff,1,0
t14,t14|wrong_argument,wrong_argument,tool,prov,1,0
t14,t14|corrupted_output,corrupted_output,tool,log,1,0
t14,t14|corrupted_output,corrupted_output,tool,diff,1,0
t14,t14|corrupted_output,corrupted_output,tool,prov,1,0
t14,t14|dropped_note,dropped_note,state,log,1,0
t14,t14|dropped_note,dropped_note,state,diff,0,0
t14,t14|dropped_note,dropped_note,state,prov,1,0
t14,t14|overwritten_note,overwritten_note,state,log,0,0
t14,t14|overwritten_note,overwritten_note,state,diff,1,0
t14,t14|overwritten_note,overwritten_note,state,prov,0,0
t14,t14|wrong_source,wrong_source,evidence,log,0,0
t14,t14|wrong_source,wrong_source,evidence,diff,1,0
t14,t14|wrong_source,wrong_source,evidence,prov,1,0
t14,t14|no_source,no_source,evidence,log,1,0
t14,t14|no_source,no_source,evidence,diff,1,0
t14,t14|no_source,no_source,evidence,prov,1,0
t15,t15|wrong_argument,wrong_argument,tool,log,0,0
t15,t15|wrong_argument,wrong_argument,tool,diff,0,0
t15,t15|wrong_argument,wrong_argument,tool,prov,1,0
t15,t15|corrupted_output,corrupted_output,tool,log,0,0
t15,t15|corrupted_output,corrupted_output,tool,diff,1,0
t15,t15|corrupted_output,corrupted_output,tool,prov,0,0
t15,t15|dropped_note,dropped_note,state,log,1,0
t15,t15|dropped_note,dropped_note,state,diff,1,0
t15,t15|dropped_note,dropped_note,state,prov,1,0
t15,t15|overwritten_note,overwritten_note,state,log,0,0
t15,t15|overwritten_note,overwritten_note,state,diff,1,0
t15,t15|overwritten_note,overwritten_note,state,prov,0,0
t15,t15|wrong_source,wrong_source,evidence,log,1,0
t15,t15|wrong_source,wrong_source,evidence,diff,1,0
t15,t15|wrong_source,wrong_source,evidence,prov,1,0
t15,t15|no_source,no_source,evidence,log,1,0
t15,t15|no_source,no_source,evidence,diff,1,0
t15,t15|no_source,no_source,evidence,prov,1,0
t16,t16|wrong_argument,wrong_argument,tool,log,0,0
t16,t16|wrong_argument,wrong_argument,tool,diff,1,0
t16,t16|wrong_argument,wrong_argument,tool,prov,1,0
t16,t16|corrupted_output,corrupted_output,tool,log,0,0
t16,t16|corrupted_output,corrupted_output,tool,diff,1,0
t16,t16|corrupted_output,corrupted_output,tool,prov,1,0
t16,t16|dropped_note,dropped_note,state,log,1,0
t16,t16|dropped_note,dropped_note,state,diff,1,0
t16,t16|dropped_note,dropped_note,state,prov,1,0
t16,t16|overwritten_note,overwritten_note,state,log,1,0
t16,t16|overwritten_note,overwritten_note,state,diff,1,0
t16,t16|overwritten_note,overwritten_note,state,prov,1,0
t16,t16|wrong_source,wrong_source,evidence,log,1,0
t16,t16|wrong_source,wrong_source,evidence,diff,1,0
t16,t16|wrong_source,wrong_source,evidence,prov,1,0
t16,t16|no_source,no_source,evidence,log,1,0
t16,t16|no_source,no_source,evidence,diff,1,0
t16,t16|no_source,no_source,evidence,prov,1,0
t17,t17|wrong_argument,wrong_argument,tool,log,1,0
t17,t17|wrong_argument,wrong_argument,tool,diff,1,0
t17,t17|wrong_argument,wrong_argument,tool,prov,1,0
t17,t17|corrupted_output,corrupted_output,tool,log,0,0
t17,t17|corrupted_output,corrupted_output,tool,diff,1,0
t17,t17|corrupted_output,corrupted_output,tool,prov,1,0
t17,t17|dropped_note,dropped_note,state,log,1,0
t17,t17|dropped_note,dropped_note,state,diff,1,0
t17,t17|dropped_note,dropped_note,state,prov,1,0
t17,t17|overwritten_note,overwritten_note,state,log,1,0
t17,t17|overwritten_note,overwritten_note,state,diff,0,0
t17,t17|overwritten_note,overwritten_note,state,prov,1,0
t17,t17|wrong_source,wrong_source,evidence,log,1,0
t17,t17|wrong_source,wrong_source,evidence,diff,1,0
t17,t17|wrong_source,wrong_source,evidence,prov,0,0
t17,t17|no_source,no_source,evidence,log,1,0
t17,t17|no_source,no_source,evidence,diff,1,0
t17,t17|no_source,no_source,evidence,prov,1,0
t18,t18|wrong_argument,wrong_argument,tool,log,0,0
t18,t18|wrong_argument,wrong_argument,tool,diff,0,0
t18,t18|wrong_argument,wrong_argument,tool,prov,1,0
t18,t18|corrupted_output,corrupted_output,tool,log,0,0
t18,t18|corrupted_output,corrupted_output,tool,diff,0,0
t18,t18|corrupted_output,corrupted_output,tool,prov,0,0
t18,t18|dropped_note,dropped_note,state,log,1,0
t18,t18|dropped_note,dropped_note,state,diff,1,0
t18,t18|dropped_note,dropped_note,state,prov,1,0
t18,t18|overwritten_note,overwritten_note,state,log,1,0
t18,t18|overwritten_note,overwritten_note,state,diff,0,0
t18,t18|overwritten_note,overwritten_note,state,prov,1,0
t18,t18|wrong_source,wrong_source,evidence,log,1,0
t18,t18|wrong_source,wrong_source,evidence,diff,1,0
t18,t18|wrong_source,wrong_source,evidence,prov,0,0
t18,t18|no_source,no_source,evidence,log,1,0
t18,t18|no_source,no_source,evidence,diff,1,0
t18,t18|no_source,no_source,evidence,prov,1,0
t19,t19|wrong_argument,wrong_argument,tool,log,0,0
t19,t19|wrong_argument,wrong_argument,tool,diff,1,0
t19,t19|wrong_argument,wrong_argument,tool,prov,0,0
t19,t19|corrupted_output,corrupted_output,tool,log,1,0
t19,t19|corrupted_output,corrupted_output,tool,diff,1,0
t19,t19|corrupted_output,corrupted_output,tool,prov,1,0
t19,t19|dropped_note,dropped_note,state,log,1,0
t19,t19|dropped_note,dropped_note,state,diff,1,0
t19,t19|dropped_note,dropped_note,state,prov,1,0
t19,t19|overwritten_note,overwritten_note,state,log,1,0
t19,t19|overwritten_note,overwritten_note,state,diff,1,0
t19,t19|overwritten_note,overwritten_note,state,prov,1,0
t19,t19|wrong_source,wrong_source,evidence,log,1,0
t19,t19|wrong_source,wrong_source,evidence,diff,1,0
t19,t19|wrong_source,wrong_source,evidence,prov,1,0
t19,t19|no_source,no_source,evidence,log,1,0
t19,t19|no_source,no_source,evidence,diff,0,0
t19,t19|no_source,no_source,evidence,prov,1,0
t20,t20|wrong_argument,wrong_argument,tool,log,0,0
t20,t20|wrong_argument,wrong_argument,tool,diff,1,0
t20,t20|wrong_argument,wrong_argument,tool,prov,1,0
t20,t20|corrupted_output,corrupted_output,tool,log,1,0
t20,t20|corrupted_output,corrupted_output,tool,diff,0,0
t20,t20|corrupted_output,corrupted_output,tool,prov,1,0
t20,t20|dropped_note,dropped_note,state,log,0,0
t20,t20|dropped_note,dropped_note,state,diff,1,0
t20,t20|dropped_note,dropped_note,state,prov,1,0
t20,t20|overwritten_note,overwritten_note,state,log,1,0
t20,t20|overwritten_note,overwritten_note,state,diff,1,0
t20,t20|overwritten_note,overwritten_note,state,prov,1,0
t20,t20|wrong_source,wrong_source,evidence,log,1,0
t20,t20|wrong_source,wrong_source,evidence,diff,1,0
t20,t20|wrong_source,wrong_source,evidence,prov,1,0
t20,t20|no_source,no_source,evidence,log,1,0
t20,t20|no_source,no_source,evidence,diff,1,0
t20,t20|no_source,no_source,evidence,prov,1,0
t21,t21|wrong_argument,wrong_argument,tool,log,0,0
t21,t21|wrong_argument,wrong_argument,tool,diff,1,0
t21,t21|wrong_argument,wrong_argument,tool,prov,0,0
t21,t21|corrupted_output,corrupted_output,tool,log,1,0
t21,t21|corrupted_output,corrupted_output,tool,diff,1,0
t21,t21|corrupted_output,corrupted_output,tool,prov,1,0
t21,t21|dropped_note,dropped_note,state,log,1,0
t21,t21|dropped_note,dropped_note,state,diff,1,0
t21,t21|dropped_note,dropped_note,state,prov,1,0
t21,t21|overwritten_note,overwritten_note,state,log,1,0
t21,t21|overwritten_note,overwritten_note,state,diff,1,0
t21,t21|overwritten_note,overwritten_note,state,prov,1,0
t21,t21|wrong_source,wrong_source,evidence,log,1,0
t21,t21|wrong_source,wrong_source,evidence,diff,1,0
t21,t21|wrong_source,wrong_source,evidence,prov,1,0
t21,t21|no_source,no_source,evidence,log,1,0
t21,t21|no_source,no_source,evidence,diff,1,0
t21,t21|no_source,no_source,evidence,prov,1,0
t22,t22|wrong_argument,wrong_argument,tool,log,1,0
t22,t22|wrong_argument,wrong_argument,tool,diff,1,0
t22,t22|wrong_argument,wrong_argument,tool,prov,1,0
t22,t22|corrupted_output,corrupted_output,tool,log,0,0
t22,t22|corrupted_output,corrupted_output,tool,diff,1,0
t22,t22|corrupted_output,corrupted_output,tool,prov,1,0
t22,t22|dropped_note,dropped_note,state,log,1,0
t22,t22|dropped_note,dropped_note,state,diff,1,0
t22,t22|dropped_note,dropped_note,state,prov,1,0
t22,t22|overwritten_note,overwritten_note,state,log,1,0
t22,t22|overwritten_note,overwritten_note,state,diff,1,0
t22,t22|overwritten_note,overwritten_note,state,prov,1,0
t22,t22|wrong_source,wrong_source,evidence,log,1,0
t22,t22|wrong_source,wrong_source,evidence,diff,1,0
t22,t22|wrong_source,wrong_source,evidence,prov,1,0
t22,t22|no_source,no_source,evidence,log,1,0
t22,t22|no_source,no_source,evidence,diff,1,0
t22,t22|no_source,no_source,evidence,prov,1,0
t23,t23|wrong_argument,wrong_argument,tool,log,0,0
t23,t23|wrong_argument,wrong_argument,tool,diff,1,0
t23,t23|wrong_argument,wrong_argument,tool,prov,0,0
t23,t23|corrupted_output,corrupted_output,tool,log,1,0
t23,t23|corrupted_output,corrupted_output,tool,diff,1,0
t23,t23|corrupted_output,corrupted_output,tool,prov,1,0
t23,t23|dropped_note,dropped_note,state,log,0,0
t23,t23|dropped_note,dropped_note,state,diff,1,0
t23,t23|dropped_note,dropped_note,state,prov,1,0
t23,t23|overwritten_note,overwritten_note,state,log,1,0
t23,t23|overwritten_note,overwritten_note,state,diff,1,0
t23,t23|overwritten_note,overwritten_note,state,prov,1,0
t23,t23|wrong_source,wrong_source,evidence,log,1,0
t23,t23|wrong_source,wrong_source,evidence,diff,1,0
t23,t23|wrong_source,wrong_source,evidence,prov,1,0
t23,t23|no_source,no_source,evidence,log,1,0
t23,t23|no_source,no_source,evidence,diff,1,0
t23,t23|no_source,no_source,evidence,prov,1,0
t24,t24|wrong_argument,wrong_argument,tool,log,1,0
t24,t24|wrong_argument,wrong_argument,tool,diff,1,0
t24,t24|wrong_argument,wrong_argument,tool,prov,1,0
t24,t24|corrupted_output,corrupted_output,tool,log,1,0
t24,t24|corrupted_output,corrupted_output,tool,diff,1,0
t24,t24|corrupted_output,corrupted_output,tool,prov,1,0
t24,t24|dropped_note,dropped_note,state,log,0,0
t24,t24|dropped_note,dropped_note,state,diff,1,0
t24,t24|dropped_note,dropped_note,state,prov,1,0
t24,t24|overwritten_note,overwritten_note,state,log,1,0
t24,t24|overwritten_note,overwritten_note,state,diff,0,0
t24,t24|overwritten_note,overwritten_note,state,prov,0,0
t24,t24|wrong_source,wrong_source,evidence,log,1,0
t24,t24|wrong_source,wrong_source,evidence,diff,1,0
t24,t24|wrong_source,wrong_source,evidence,prov,0,0
t24,t24|no_source,no_source,evidence,log,0,0
t24,t24|no_source,no_source,evidence,diff,1,0
t24,t24|no_source,no_source,evidence,prov,1,0
t25,t25|wrong_argument,wrong_argument,tool,log,1,0
t25,t25|wrong_argument,wrong_argument,tool,diff,1,0
t25,t25|wrong_argument,wrong_argument,tool,prov,0,0
t25,t25|corrupted_output,corrupted_output,tool,log,1,0
t25,t25|corrupted_output,corrupted_output,tool,diff,1,0
t25,t25|corrupted_output,corrupted_output,tool,prov,0,0
t25,t25|dropped_note,dropped_note,state,log,1,0
t25,t25|dropped_note,dropped_note,state,diff,0,0
t25,t25|dropped_note,dropped_note,state,prov,1,0
t25,t25|overwritten_note,overwritten_note,state,log,1,0
t25,t25|overwritten_note,overwritten_note,state,diff,1,0
t25,t25|overwritten_note,overwritten_note,state,prov,1,0
t25,t25|wrong_source,wrong_source,evidence,log,1,0
t25,t25|wrong_source,wrong_source,evidence,diff,1,0
t25,t25|wrong_source,wrong_source,evidence,prov,1,0
t25,t25|no_source,no_source,evidence,log,1,0
t25,t25|no_source,no_source,evidence,diff,1,0
t25,t25|no_source,no_source,evidence,prov,1,0
t26,t26|wrong_argument,wrong_argument,tool,log,1,0
t26,t26|wrong_argument,wrong_argument,tool,diff,1,0
t26,t26|wrong_argument,wrong_argument,tool,prov,0,0
t26,t26|corrupted_output,corrupted_output,tool,log,1,0
t26,t26|corrupted_output,corrupted_output,tool,diff,1,0
t26,t26|corrupted_output,corrupted_output,tool,prov,1,0
t26,t26|dropped_note,dropped_note,state,log,0,0
t26,t26|dropped_note,dropped_note,state,diff,0,0
t26,t26|dropped_note,dropped_note,state,prov,1,0
t26,t26|overwritten_note,overwritten_note,state,log,1,0
t26,t26|overwritten_note,overwritten_note,state,diff,1,0
t26,t26|overwritten_note,overwritten_note,state,prov,0,0
t26,t26|wrong_source,wrong_source,evidence,log,1,0
t26,t26|wrong_source,wrong_source,evidence,diff,1,0
t26,t26|wrong_source,wrong_source,evidence,prov,1,0
t26,t26|no_source,no_source,evidence,log,1,0
t26,t26|no_source,no_source,evidence,diff,1,0
t26,t26|no_source,no_source,evidence,prov,1,0
t27,t27|wrong_argument,wrong_argument,tool,log,0,0
t27,t27|wrong_argument,wrong_argument,tool,diff,1,0
t27,t27|wrong_argument,wrong_argument,tool,prov,0,0
t27,t27|corrupted_output,corrupted_output,tool,log,1,0
t27,t27|corrupted_output,corrupted_output,tool,diff,1,0
t27,t27|corrupted_output,corrupted_output,tool,prov,1,0
t27,t27|dropped_note,dropped_note,state,log,0,0
t27,t27|dropped_note,dropped_note,state,diff,1,0
t27,t27|dropped_note,dropped_note,state,prov,1,0
t27,t27|overwritten_note,overwritten_note,state,log,1,0
t27,t27|overwritten_note,overwritten_note,state,diff,1,0
