"dataset","p_interaction","ladder_step","still_failed"
183,0.00146154285134729,"glmer, task and run intercepts",FALSE
184,3.1010785579697e-05,"glmer, task and run intercepts",FALSE
185,0.00253316703001649,"glmer, task and run intercepts",FALSE
186,1.19211356313061e-05,"glmer, task and run intercepts",FALSE
187,0.000314049938576627,"glmer, task and run intercepts",FALSE
188,0.000958807783856991,"glmer, task and run intercepts",FALSE
189,0.000772390365066319,"glmer, task and run intercepts",FALSE
190,0.00699603898804135,"glmer, task and run intercepts",FALSE
191,0.0155219161139338,"glmer, task and run intercepts",FALSE
192,0.0072444666738835,"glmer, task and run intercepts",FALSE
193,0.000250044342567221,"glmer, task and run intercepts",FALSE
194,0.00111077005221132,"glmer, task and run intercepts",FALSE
195,0.0390119039001462,"glmer, task and run intercepts",FALSE
196,0.0129100917008199,"glmer, task and run intercepts",FALSE
197,1.07518732682869e-05,"glmer, task and run intercepts",FALSE
198,7.70159244201128e-05,"glmer, task and run intercepts",FALSE
199,0.00123589053896695,"glmer, task and run intercepts",FALSE
