"dataset","p_interaction","ladder_step","still_failed"
107,1.14550103289848e-05,"glmer, task and run intercepts",FALSE
108,1.95392508746373e-05,"glmer, task and run intercepts",FALSE
109,3.88371537823841e-05,"glmer, task and run intercepts",FALSE
110,4.93856729904548e-06,"glmer, task and run intercepts",FALSE
111,2.81251209454867e-08,"glmer, task and run intercepts",FALSE
112,3.41380467234238e-10,"glmer, task and run intercepts",FALSE
113,0.000210410073139838,"glmer, task and run intercepts",FALSE
114,8.03610185534381e-10,"glmer, task and run intercepts",FALSE
115,2.61497782098564e-09,"glmer, task and run intercepts",FALSE
116,4.25615650104264e-10,"glmer, task and run intercepts",FALSE
117,8.20744828785475e-08,"glmer, task and run intercepts",FALSE
118,1.56822702345427e-07,"glmer, task intercept only",TRUE
119,2.1045413731712e-08,"glmer, task and run intercepts",FALSE
120,4.4760659250295e-06,"glmer, task and run intercepts",FALSE
121,1.53186920098898e-06,"glmer, task and run intercepts",FALSE
122,0.000226840713920436,"glmer, task and run intercepts",FALSE
123,2.00857855392829e-09,"glmer, task and run intercepts",FALSE
124,4.11685189319564e-07,"glmer, task and run intercepts",FALSE
125,1.34191160267165e-10,"glmer, task and run intercepts",FALSE
126,3.00041181682459e-05,"glmer, task and run intercepts",FALSE
127,2.97495190041049e-08,"glmer, task and run intercepts",FALSE
128,0.000220346476787251,"glmer, task and run intercepts",FALSE
129,2.00326112702751e-08,"glmer, task and run intercepts",FALSE
130,0.000101724730333008,"glmer, task and run intercepts",FALSE
131,3.59036915991316e-06,"glmer, task and run intercepts",FALSE
132,2.04441384739447e-07,"glmer, task and run intercepts",FALSE
133,2.69275944380431e-07,"glmer, task and run intercepts",FALSE
134,0.00182933924746705,"glmer, task and run intercepts",FALSE
135,4.5177175543946e-08,"glmer, task and run intercepts",FALSE
136,1.48033313924026e-11,"glmer, task and run intercepts",FALSE
137,0.00386225846654461,"glmer, task and run intercepts",FALSE
138,3.45270328379943e-07,"glmer, task and run intercepts",FALSE
139,1.35622630474817e-06,"glmer, task and run intercepts",FALSE
140,4.82812285269854e-07,"glmer, task and run intercepts",FALSE
141,1.49965442303311e-10,"glmer, task and run intercepts",FALSE
142,1.48928764382829e-05,"glmer, task and run intercepts",FALSE
143,4.98031170207999e-13,"glmer, task and run intercepts",FALSE
144,3.29167117674052e-09,"glmer, task and run intercepts",FALSE
145,2.8441798739129e-06,"glmer, task and run intercepts",FALSE
146,3.20074265154055e-09,"glmer, task and run intercepts",FALSE
147,8.06468706605905e-05,"glmer, task and run intercepts",FALSE
148,1.99527318966914e-06,"glmer, task and run intercepts",FALSE
149,3.11191486739312e-10,"glmer, task and run intercepts",FALSE
150,3.37904888429138e-08,"glmer, task and run intercepts",FALSE
151,1.38357010680393e-07,"glmer, task and run intercepts",FALSE
152,1.59727208529143e-11,"glmer, task and run intercepts",FALSE
153,1.29802279970728e-11,"glmer, task and run intercepts",FALSE
154,1.47605527059121e-07,"glmer, task and run intercepts",FALSE
155,6.73335862744342e-09,"glmer, task and run intercepts",FALSE
156,2.73640130203686e-10,"glmer, task and run intercepts",FALSE
157,2.19241931233505e-07,"glmer, task and run intercepts",FALSE
158,5.62848754107364e-08,"glmer, task intercept only",FALSE
159,1.53139255770919e-09,"glmer, task and run intercepts",FALSE
160,1.40668954887049e-08,"glmer, task and run intercepts",FALSE
161,7.36222318134253e-10,"glmer, task and run intercepts",FALSE
162,2.09770306051312e-07,"glmer, task and run intercepts",FALSE
163,4.05369408981743e-06,"glmer, task and run intercepts",FALSE
164,2.58649555722849e-08,"glmer, task and run intercepts",FALSE
165,2.88785327451966e-07,"glmer, task and run intercepts",FALSE
166,9.85638392786675e-08,"glmer, task and run intercepts",FALSE
167,4.30229279098431e-07,"glmer, task and run intercepts",FALSE
168,2.04127227906965e-07,"glmer, task and run intercepts",FALSE
169,2.26697895819037e-10,"glmer, task and run intercepts",FALSE
170,1.82443946733384e-05,"glmer, task and run intercepts",FALSE
171,0.00215620850354316,"glmer, task and run intercepts",FALSE
172,1.30370154286573e-07,"glmer, task and run intercepts",FALSE
173,2.38495735086381e-07,"glmer, task and run intercepts",FALSE
174,2.5426995743222e-07,"glmer, task and run intercepts",FALSE
175,1.3944596734712e-05,"glmer, task and run intercepts",FALSE
176,0.000193292554426112,"glmer, task and run intercepts",FALSE
177,1.99751026164565e-06,"glmer, task and run intercepts",FALSE
178,0.000202510469665255,"glmer, task and run intercepts",FALSE
179,0.00115732841408581,"glmer, task and run intercepts",FALSE
180,0.00104827573512119,"glmer, task and run intercepts",FALSE
181,2.16199039393233e-11,"glmer, task and run intercepts",FALSE
182,1.93406949258248e-06,"glmer, task and run intercepts",FALSE
183,1.94108164333506e-08,"glmer, task and run intercepts",FALSE
184,1.17852798179305e-09,"glmer, task and run intercepts",FALSE
185,2.63054308301321e-06,"glmer, task and run intercepts",FALSE
186,1.30767656248888e-09,"glmer, task and run intercepts",FALSE
187,1.55924443978741e-08,"glmer, task and run intercepts",FALSE
188,4.10698008523908e-07,"glmer, task and run intercepts",FALSE
189,4.55913971708658e-06,"glmer, task and run intercepts",FALSE
190,6.78125675232938e-06,"glmer, task and run intercepts",FALSE
191,7.59675948124835e-05,"glmer, task and run intercepts",FALSE
192,5.80534469642223e-06,"glmer, task and run intercepts",FALSE
193,5.51568095896561e-08,"glmer, task and run intercepts",FALSE
194,2.76906025575914e-06,"glmer, task and run intercepts",FALSE
195,0.000110090307975301,"glmer, task and run intercepts",FALSE
196,0.000234365311244984,"glmer, task and run intercepts",FALSE
197,1.3590527395996e-08,"glmer, task and run intercepts",FALSE
198,3.63872384563127e-08,"glmer, task and run intercepts",FALSE
199,2.659657769116e-05,"glmer, task and run intercepts",FALSE
