run_id,task_id,fault_type,fault_class,hook_tool,k,k_bin,n_steps,rel_pos,format,arm,auditor_role,sample_id,is_control,is_development,pred_step,true_step,exact,within3,pred_cat,true_cat,false_alarm,pointer_ok,parse_ok,too_long,tokens_in,tokens_out,bytes_record,prompt_hash,render_hash,model_tag,model_digest,ollama_version,think,num_ctx,seconds
3hop1__454441_55349_651302|wrong_source|18,3hop1__454441_55349_651302,wrong_source,evidence,write_note,18.0,2.0,20,0.9,log,lossless,primary,0,0,0,18.0,18.0,1.0,1.0,evidence,evidence,,0,1,0,3211,216,9057,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,01d94632d7f1044a97a71042d3f0842dbe45ebac64c4eeb5c7479082be9ab000,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,52.33
3hop1__454441_55349_651302|wrong_source|18,3hop1__454441_55349_651302,wrong_source,evidence,write_note,18.0,2.0,20,0.9,diff,lossless,primary,0,0,0,18.0,18.0,1.0,1.0,evidence,evidence,,1,1,0,4188,204,12170,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,c3133f657e997c4b572c33b94d6a5dc365355d1dff01e4f073c58b683ffcaa27,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,56.38
3hop1__454441_55349_651302|wrong_source|18,3hop1__454441_55349_651302,wrong_source,evidence,write_note,18.0,2.0,20,0.9,prov,lossless,primary,0,0,0,18.0,18.0,1.0,1.0,evidence,evidence,,0,1,0,4181,184,11742,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,cf05c6abd7a445972815119224d2c0eb73e252af7d65b2ce5c64d62c2ac1bda3,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,54.64
3hop1__836699_15840_36014|corrupted_output|4,3hop1__836699_15840_36014,corrupted_output,tool,read,4.0,0.0,14,0.286,log,lossless,primary,0,0,0,4.0,4.0,1.0,1.0,tool,tool,,0,1,0,2451,195,6906,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,7d9c87c02b961bdfd9a9613960d93dd7ae0169a90a13646845110d63c5b74c16,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,41.89
3hop1__836699_15840_36014|corrupted_output|4,3hop1__836699_15840_36014,corrupted_output,tool,read,4.0,0.0,14,0.286,diff,lossless,primary,0,0,0,4.0,4.0,1.0,1.0,tool,tool,,0,1,0,3220,183,9622,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,a7749b089445a990fc4e9e60264cf4e2b528190519c108a2bd70551d59801a1c,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,45.72
3hop1__836699_15840_36014|corrupted_output|4,3hop1__836699_15840_36014,corrupted_output,tool,read,4.0,0.0,14,0.286,prov,lossless,primary,0,0,0,4.0,4.0,1.0,1.0,tool,tool,,0,1,0,3139,215,8928,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,3e2b8efc65eedf367250f5cc96153cf2bbb8f4d627b41b26e7b3ae12ba79532d,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,49.29
3hop1__836699_15840_36014|dropped_note|12,3hop1__836699_15840_36014,dropped_note,state,write_note,12.0,2.0,14,0.857,log,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,0,1,0,2334,425,6541,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,9da7a20a0effa2d5983058d646c63b6a74e7ce1b6224b10beb15f2b7f328b3e9,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,76.96
3hop1__836699_15840_36014|dropped_note|12,3hop1__836699_15840_36014,dropped_note,state,write_note,12.0,2.0,14,0.857,diff,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,0,1,0,2986,191,8842,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,fc849c60ae565e7e3da1f8c45cb3602cc40ceb1e1e3ac0edf0d7a5e639925f27,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,49.15
3hop1__836699_15840_36014|dropped_note|12,3hop1__836699_15840_36014,dropped_note,state,write_note,12.0,2.0,14,0.857,prov,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,0,1,0,2914,171,8260,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,01a0327a196c24642448e7d7d7b984178ae92a01c0f62dd8005fb08afd8e62cd,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,46.82
3hop1__836699_15840_36014|no_source|12,3hop1__836699_15840_36014,no_source,evidence,write_note,12.0,2.0,14,0.857,log,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,1,1,0,2336,125,6574,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,f8a195756820bd17fcfc9b25fc5902945e2265aed7033f9a1d990bd34e732f98,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,22.34
3hop1__836699_15840_36014|no_source|12,3hop1__836699_15840_36014,no_source,evidence,write_note,12.0,2.0,14,0.857,diff,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,1,1,0,3020,160,9005,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,7fda34cfa0a5743379920df765bbd3318e105e156de38b097ec54b02afe7a857,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,28.14
3hop1__836699_15840_36014|no_source|12,3hop1__836699_15840_36014,no_source,evidence,write_note,12.0,2.0,14,0.857,prov,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,0,1,0,2992,146,8530,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,20c1ed663a83cb8776c852c4db8947b86abb49a75cc39555f0fe415a64712c5f,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,27.09
3hop1__836699_15840_36014|overwritten_note|12,3hop1__836699_15840_36014,overwritten_note,state,write_note,12.0,1.0,14,0.857,log,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,1,1,0,2348,143,6593,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,0a61a58b7bc6ddfec7033a15e038bee79386607513257412e47a0100fd73e028,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,23.87
3hop1__836699_15840_36014|overwritten_note|12,3hop1__836699_15840_36014,overwritten_note,state,write_note,12.0,1.0,14,0.857,diff,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,1,1,0,3045,191,9034,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,d252d432fd99391dd0d850ccb213424509988b263595fe6cea100c247471c74e,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,29.52
3hop1__836699_15840_36014|overwritten_note|12,3hop1__836699_15840_36014,overwritten_note,state,write_note,12.0,1.0,14,0.857,prov,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,1,1,0,3015,183,8577,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,45263485ce2b79642ba4fa889f274c732801abd3f9161e6de0ae5e91f832fbd4,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,28.28
3hop1__836699_15840_36014|wrong_argument|8,3hop1__836699_15840_36014,wrong_argument,tool,search,8.0,1.0,18,0.444,log,lossless,primary,0,0,0,8.0,8.0,1.0,1.0,tool,tool,,0,1,0,2953,156,8814,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,d43ae6b3c25895acc8b672e9c2157aa654e938e8f0eb9a3caadec3500d1ac80e,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,31.27
3hop1__836699_15840_36014|wrong_argument|8,3hop1__836699_15840_36014,wrong_argument,tool,search,8.0,1.0,18,0.444,diff,lossless,primary,0,0,0,8.0,8.0,1.0,1.0,tool,tool,,1,1,0,3742,143,11493,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,4015e6956dcd886ded97089c05652349d95cc4ef864ec8b13d014878143110c5,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,47.29
3hop1__836699_15840_36014|wrong_argument|8,3hop1__836699_15840_36014,wrong_argument,tool,search,8.0,1.0,18,0.444,prov,lossless,primary,0,0,0,8.0,8.0,1.0,1.0,tool,tool,,1,1,0,3754,154,11190,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,27f00e3006ec540aa6ac7ea5380f925b17211c88e02c2920f4c6a9d8fa5b6b88,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,47.98
3hop1__836699_15840_36014|wrong_source|12,3hop1__836699_15840_36014,wrong_source,evidence,write_note,12.0,1.0,14,0.857,log,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,1,1,0,2355,174,6594,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,f331d4d40c15d88869075a9b16c0e7b84ddb1cd2c02c3906021480efa6550266,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,29.11
3hop1__836699_15840_36014|wrong_source|12,3hop1__836699_15840_36014,wrong_source,evidence,write_note,12.0,1.0,14,0.857,diff,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,1,1,0,3048,195,9035,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,00100ab872cb0e4b06ea783b4db277cbee3b151becf40491929e2389e68a43fe,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,48.4
3hop1__836699_15840_36014|wrong_source|12,3hop1__836699_15840_36014,wrong_source,evidence,write_note,12.0,1.0,14,0.857,prov,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,0,1,0,3042,191,8626,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,9c206a535c3e3e52f4f3ca4bcbae5e35e152e720020cabd292f32562bd270e4e,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,47.14
3hop1__19768_19788_10117|corrupted_output|8,3hop1__19768_19788_10117,corrupted_output,tool,search,8.0,2.0,20,0.4,log,lossless,primary,0,0,0,12.0,8.0,0.0,0.0,tool,tool,,0,1,0,3166,153,9419,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,ff8a221dff1ce41a9e47222b3c17668867d6f1a1c8011fc1b9a9f27675fba9cc,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,44.16
3hop1__19768_19788_10117|corrupted_output|8,3hop1__19768_19788_10117,corrupted_output,tool,search,8.0,2.0,20,0.4,diff,lossless,primary,0,0,0,12.0,8.0,0.0,0.0,tool,tool,,0,1,0,4105,195,12491,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,83acf4c723a77847ab531ef035c0ee1fbcdd219288d00f11371c1ec8f23cf252,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,57.09
3hop1__19768_19788_10117|corrupted_output|8,3hop1__19768_19788_10117,corrupted_output,tool,search,8.0,2.0,20,0.4,prov,lossless,primary,0,0,0,,8.0,0.0,0.0,none,tool,,0,1,0,4161,185,12312,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,6cf80d06766ef9578523823a0d6bf8480502b303fac78d40b77c4615710c7d17,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,62.41
3hop1__19768_19788_10117|dropped_note|12,3hop1__19768_19788_10117,dropped_note,state,write_note,12.0,2.0,14,0.857,log,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,0,1,0,2249,180,6051,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,e1dc7c3579cd888ec79dc5ac57f53b2874f3894c703315bf6315ad29f75de003,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,40.82
3hop1__19768_19788_10117|dropped_note|12,3hop1__19768_19788_10117,dropped_note,state,write_note,12.0,2.0,14,0.857,diff,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,0,1,0,2800,184,7884,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,ac9fe5f8fe78b257e47784a78376d169d396256bee2cc5c140e6d87f39608f2a,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,45.75
3hop1__19768_19788_10117|dropped_note|12,3hop1__19768_19788_10117,dropped_note,state,write_note,12.0,2.0,14,0.857,prov,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,0,1,0,2847,223,7815,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,8ec4c57510b64f8aa2823c2bb12eb6b7d842aa41df47d6cda3d22c63cf9164f9,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,49.51
3hop1__19768_19788_10117|no_source|12,3hop1__19768_19788_10117,no_source,evidence,write_note,12.0,2.0,14,0.857,log,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,1,1,0,2253,147,6092,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,a2cbb591098640368ede5dcafef29f862098ef7511bd65ca2fd23b7b764cc85f,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,24.63
3hop1__19768_19788_10117|no_source|12,3hop1__19768_19788_10117,no_source,evidence,write_note,12.0,2.0,14,0.857,diff,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,1,1,0,2832,143,8014,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,ffb3be8a1d8b7b501ec10924788c84b9c00e2e54d7c72148776d770a04e991eb,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,24.8
3hop1__19768_19788_10117|no_source|12,3hop1__19768_19788_10117,no_source,evidence,write_note,12.0,2.0,14,0.857,prov,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,evidence,evidence,,0,1,0,2929,151,8076,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,38fbdd3a88954aa17724ab2b22819c6948a2e148a3302eb966d88e7a5df7586c,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,27.04
3hop1__19768_19788_10117|overwritten_note|12,3hop1__19768_19788_10117,overwritten_note,state,write_note,12.0,1.0,14,0.857,log,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,1,1,0,2266,146,6109,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,d64c8ac75caaae33a3b97adf426738b0adae71b81f9391f6bef0bf1bda96380b,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,24.33
3hop1__19768_19788_10117|overwritten_note|12,3hop1__19768_19788_10117,overwritten_note,state,write_note,12.0,1.0,14,0.857,diff,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,1,1,0,2858,191,8041,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,c47a30d6e8698c74a86f0f0b81a22a72e4fcc401227894de1e86a573a9d8ceef,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,28.21
3hop1__19768_19788_10117|overwritten_note|12,3hop1__19768_19788_10117,overwritten_note,state,write_note,12.0,1.0,14,0.857,prov,lossless,primary,0,0,0,12.0,12.0,1.0,1.0,state,state,,1,1,0,2956,185,8115,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,25761d22d7f4556a363234f2446cf68ec908ab2e834eca2a95b0938dae148b0b,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,27.8
3hop1__19768_19788_10117|wrong_argument|4,3hop1__19768_19788_10117,wrong_argument,tool,read,4.0,0.0,20,0.2,log,lossless,primary,0,0,0,4.0,4.0,1.0,1.0,tool,tool,,0,1,0,3158,212,9380,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,982f3cd7ed2e655cee95b75f1596d2ee22f2c5aa2698b2ea7acfc6e64e7a9b64,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,51.82
3hop1__19768_19788_10117|wrong_argument|4,3hop1__19768_19788_10117,wrong_argument,tool,read,4.0,0.0,20,0.2,diff,lossless,primary,0,0,0,4.0,4.0,1.0,1.0,tool,tool,,0,1,0,4152,195,12930,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,3d60eb5f458723f362596afa3f755ca097a9ec2a399e7de0e4451eaeac618382,qwen3.8:27b,22130167c4c20e20c7b71454612966ca8e8171e9b3cc8ab6ce8aa6cbfec79643,0.33.2,off,16384,56.53
